"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2786729 - UBS ANTONIO ESTEVAO DE CARVALHO","11","19","25","11","15","14","17","16","21","1","0","1","0","1","0","3","3","2","2","1","1","1","3","4","1","0","1","3","2","6","4","4","1","2","3","3"
"2786737 - UBS ALTO DA RIVIERA","22","20","32","7","22","21","16","18","14","0","0","2","0","1","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2786745 - UBS ALTO DO UMUARAMA","21","21","38","23","21","17","18","21","22","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","2","0","1","3","2","7","5","0","9","5","5"
"2786753 - UBS DR ANTONIO PIRES FERREIRA VILLALOBO","23","24","18","16","18","9","12","10","11","0","0","0","0","0","0","1","0","1","0","1","0","2","2","0","1","0","0","2","2","0","11","5","2","4","8","5"
"2786761 - UBS AUGUSTO LEOPOLDO AYROSA GALVAO","26","25","34","24","21","18","23","24","21","1","0","1","5","0","2","4","2","0","0","0","0","9","1","1","16","11","4","13","10","4","12","12","12","9","7","9"
"2786788 - UBS BARRO BRANCO","24","21","30","17","16","19","20","26","19","0","2","0","2","0","1","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","1","2"
"2786796 - CENTRO REF HOMEOPATIA MED TRADIC PRAT INTEGR BOSQUE DA SAUDE","33","25","24","28","38","17","21","38","26","35","19","23","32","20","42","21","21","21","29","33","20","32","24","24","34","29","29","27","34","31","17","31","29","26","20","20"
"2786818 - UBS BRASILANDIA","23","34","16","14","7","21","12","22","22","2","0","0","8","1","0","2","2","1","0","0","0","2","5","2","8","8","8","17","1","8","14","6","10","3","16","2"
"2786826 - UBS BUTANTA","15","10","21","11","11","8","12","6","6","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1"
"2786834 - UBS CAMBUCI","75","72","39","49","33","55","45","56","55","1","4","0","1","0","2","1","1","3","2","2","4","1","2","1","1","1","3","1","3","3","3","2","4","4","0","1"
"2786842 - UBS CAMPO LIMPO","25","36","33","13","24","16","40","23","27","0","0","1","0","1","4","1","0","2","1","1","2","0","1","0","1","1","0","1","1","3","4","5","3","3","2","1"
"2786869 - UBS CASA VERDE ALTA","23","19","18","21","14","20","26","18","15","4","1","1","5","3","2","9","3","2","8","9","3","4","11","5","3","10","7","3","2","11","2","5","9","2","2","2"
"2786877 - UBS CAXINGUI NANCI ABRANCHES","10","20","20","7","17","12","9","11","11","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"2786885 - UBS CHACARA INGLESA","13","27","22","13","20","13","17","21","21","0","1","2","1","0","1","0","0","1","1","1","0","0","1","0","2","1","1","0","0","2","0","1","3","0","2","0"
"2786893 - UBS CIDADE JULIA","31","24","32","43","32","21","25","16","22","1","5","1","1","0","4","1","0","2","1","1","2","2","0","1","2","0","2","0","0","4","1","1","2","2","2","1"
"2786907 - UBS CIDADE LIDER","22","51","37","34","32","47","27","25","42","3","11","4","8","4","6","10","2","9","13","6","3","2","8","3","2","8","7","3","4","9","0","4","8","0","0","0"
"2786915 - UBS CIDADE NOVA SAO MIGUEL","16","21","23","23","7","17","33","20","28","11","12","8","9","20","12","6","15","9","10","8","15","4","6","15","2","7","6","3","4","6","2","2","7","2","4","3"
"2786923 - UBS CIDADE PATRIARCA DR HERMENEGILDO MORBIN JUNIOR","18","25","19","13","20","9","26","16","19","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","1","2","0","0"
"2786931 - UBS JD DA CONQUISTA I","41","38","31","21","30","21","31","36","28","4","2","5","3","4","3","5","5","2","5","4","2","4","3","6","4","8","5","8","7","5","1","2","9","5","9","5"
"2786958 - UBS COSTA MELO","13","21","16","18","18","16","20","16","19","3","2","1","6","3","2","4","3","4","5","2","1","3","3","4","0","3","4","6","5","4","1","1","6","6","3","3"
"2786966 - AMA UBS INTEGRADA CUPECE DR WALDOMIRO PREGNOLATTO","30","29","29","29","21","23","31","31","20","0","0","0","2","1","1","2","3","3","0","2","2","2","2","1","3","1","2","1","3","5","2","1","3","0","5","1"
"2786974 - UBS DOM ANGELICO","14","22","32","11","21","22","19","11","18","0","0","1","2","2","2","3","1","3","2","5","0","0","3","1","1","3","6","1","1","2","2","1","1","1","2","1"
"2786982 - UBS DOM JOAO NERY","22","42","29","25","31","25","30","26","43","5","3","13","9","11","14","15","17","19","16","11","13","13","15","17","23","18","12","18","17","23","14","23","17","4","3","0"
"2786990 - UBS DOM LUCIANO BERGAMIM","0","0","1","2","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2787008 - UBS DOMINGOS MANTELLI","15","20","24","17","12","15","21","15","17","0","2","0","1","2","0","1","0","3","0","0","0","0","0","0","3","0","1","1","0","1","0","0","3","1","3","0"
"2787024 - AMA UBS INTEGRADA ELISIO TEIXEIRA LEITE","24","26","27","30","19","27","30","26","28","0","2","0","0","1","0","0","1","1","1","1","1","4","1","2","3","2","3","3","6","3","2","4","3","3","4","7"
"2787032 - UBS ENGENHEIRO TRINDADE","30","38","35","19","19","24","35","26","27","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","2","0","1","0","1","1","0","0","1","0","1"
"2787040 - UBS FAZENDA DA JUTA I","16","22","15","11","11","15","10","14","18","0","2","0","0","0","0","0","0","1","0","1","0","1","0","0","1","2","1","1","1","1","1","3","2","2","1","0"
"2787059 - UBS FERROVIARIOS","8","17","17","6","8","4","13","5","12","5","7","4","5","8","3","4","5","5","10","5","8","5","5","5","5","9","3","4","1","4","3","5","8","2","3","1"
"2787067 - UBS GAIVOTAS","31","26","25","18","17","20","24","29","23","0","0","2","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2","8","3","1","6","1","3","2","1","2"
"2787075 - UBS GLEBA DO PESSEGO","11","15","18","7","5","12","11","9","8","2","0","0","4","1","0","1","2","1","3","3","1","2","1","3","1","7","5","2","3","6","0","2","5","0","0","0"
"2787083 - UBS GUAIANAZES","13","15","15","11","8","10","13","14","13","0","0","1","0","0","0","0","1","0","1","0","0","0","2","0","1","1","0","1","1","2","0","1","1","0","0","0"
"2787091 - UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES","13","15","17","18","18","16","14","13","19","0","0","2","0","1","1","1","2","2","0","1","3","1","1","2","1","0","2","0","1","0","2","2","4","0","0","2"
"2787105 - UBS HORIZONTE AZUL","25","40","28","17","18","15","16","25","27","2","0","0","0","4","1","0","1","0","1","0","2","0","0","2","0","1","0","1","0","0","1","0","0","0","1","0"
"2787113 - UBS HUMAITA","18","36","37","29","25","24","20","21","26","0","0","0","1","0","0","0","0","1","1","1","0","2","0","2","1","1","1","3","4","1","0","1","1","0","2","1"
"2787121 - UBS IGUACU","18","19","28","24","10","13","19","24","24","2","2","0","1","0","2","1","1","2","0","0","1","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1"
"2787148 - UBS DR ILZA WELTMAN HUTZLER","26","37","32","15","19","20","29","24","29","5","3","3","18","6","4","12","6","7","21","11","5","4","3","0","5","12","9","8","16","10","17","13","19","15","9","14"
"2787156 - UBS JD AEROPORTO DR MASSAKI UDIHARA","17","25","19","13","16","21","21","18","20","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0"
"2787172 - UBS J APUANA","24","29","36","20","14","13","15","18","19","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","1","0","1","0","0","0","0","1","1"
"2787180 - UBS JD APURA","28","19","36","12","16","16","16","19","20","0","1","0","0","0","1","1","1","0","1","0","1","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0"
"2787199 - UBS J ARACATI","21","36","37","24","20","30","30","19","22","0","0","0","0","1","1","1","1","2","2","1","2","1","1","0","0","2","0","0","2","1","0","1","0","0","0","2"
"2787202 - UBS J AURORA","39","48","27","33","21","27","42","39","45","0","0","0","1","1","2","0","0","1","1","2","1","0","0","0","0","1","0","2","1","1","0","0","1","0","0","0"
"2787210 - UBS JD BOA VISTA","41","53","65","26","30","31","44","33","38","6","7","6","1","8","10","0","11","5","0","3","13","1","2","13","3","0","4","3","1","2","0","0","0","1","1","2"
"2787229 - UBS JARDIM CAMPINAS","21","24","22","16","12","15","21","26","18","0","0","0","1","0","2","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","1"
"2787237 - UBS J CAMPOS","20","20","21","16","23","22","43","21","13","0","1","1","1","1","1","0","0","2","7","0","3","3","1","1","1","4","1","3","4","2","3","2","5","0","0","0"
"2787245 - AMA UBS J CAPELA","27","45","33","29","24","32","25","18","40","1","1","1","0","1","2","0","0","2","0","2","2","0","0","0","0","3","1","0","1","2","1","0","3","0","1","2"
"2787253 - AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F","76","78","98","60","61","49","69","48","60","0","2","0","0","2","3","1","1","1","1","2","2","3","0","3","1","1","1","0","2","0","2","3","0","1","1","0"
"2787261 - UBS JARDIM CIDADE PIRITUBA","16","23","13","12","18","14","19","20","15","2","2","2","7","4","5","6","5","2","16","5","3","0","9","2","6","15","4","7","2","12","12","8","13","9","7","6"
"2787288 - UBS J COIMBRA","30","30","30","18","22","17","25","25","22","1","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0"
"2787296 - UBS JARDIM COLONIAL","26","35","34","24","16","24","27","21","22","1","1","4","0","0","2","1","1","1","0","1","0","1","0","0","2","0","1","2","0","0","1","3","0","0","0","1"
"2787318 - UBS J COMERCIAL","44","47","34","34","19","35","46","33","37","0","2","0","1","0","0","0","0","4","2","1","1","0","2","0","0","4","2","3","1","0","0","1","1","0","1","2"
"2787326 - UBS JD D ABRIL","21","23","25","11","19","15","21","17","12","4","2","2","2","4","2","4","2","2","3","6","4","2","2","5","0","5","5","0","2","4","0","0","0","0","1","3"
"2787334 - UBS J DAS CAMELIAS","19","24","37","16","13","11","19","20","18","0","2","2","1","0","2","0","0","4","0","1","0","1","0","0","2","1","4","4","1","1","1","0","1","3","2","1"
"2787342 - AMA UBS INTEGRADA JD DAS LARANJEIRAS","30","31","38","27","27","22","32","30","30","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2787350 - AMA UBS INTEGRADA JD DAS OLIVEIRAS","46","51","62","45","37","49","55","39","39","1","0","0","2","1","1","1","1","2","3","1","0","0","0","1","0","0","2","0","0","0","1","0","1","0","0","0"
"2787369 - UBS JARDIM ELIANE","40","60","53","39","31","30","50","45","57","1","1","3","0","1","1","0","3","2","1","0","2","0","1","1","1","1","1","26","15","13","26","13","17","22","14","15"
"2787377 - UBS JARDIM ETELVINA","43","43","54","38","29","19","35","28","25","0","0","0","1","0","0","0","0","3","0","0","0","0","1","0","0","1","2","0","0","0","1","0","1","0","0","0"
"2787385 - UBS J FANGANIELLO","39","29","28","33","33","29","36","25","30","12","6","1","21","13","13","21","18","11","0","0","0","7","19","20","8","13","21","6","11","16","8","9","14","0","0","0"
"2787393 - UBS J GERMANIA","4","11","13","5","11","16","11","14","14","1","0","0","0","0","0","1","2","1","0","0","0","1","1","2","0","0","0","0","1","0","0","0","1","0","0","1"
"2787407 - UBS JARDIM GUANABARA","19","28","30","25","9","12","12","17","20","1","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","2","0","1","0","0","0","2","2","1","1","0"
"2787415 - UBS JARDIM GUARANI","26","47","25","24","16","19","29","21","28","3","1","0","6","1","3","13","3","0","17","15","9","8","15","4","22","18","19","19","13","16","12","16","13","15","14","14"
"2787423 - UBS J GUARUJA","26","40","17","21","16","18","25","25","35","0","0","0","0","4","3","0","0","0","0","1","2","0","1","1","1","0","1","0","1","0","0","0","0","0","1","1"
"2787431 - UBS J HELIAN","6","13","9","8","9","10","10","5","16","4","2","3","1","2","3","2","4","3","3","1","2","2","1","3","1","2","1","3","2","1","1","1","3","0","0","0"
"2787458 - UBS J HERCULANO","29","28","35","21","22","16","29","29","25","0","1","0","0","0","1","0","1","2","0","0","1","1","0","1","0","0","0","0","0","1","0","0","2","0","0","0"
"2787466 - UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO","19","25","26","10","14","12","24","14","20","1","0","0","2","0","2","5","1","1","0","2","1","1","4","1","0","1","1","2","4","3","0","0","1","3","2","3"
"2787474 - AMA UBS JARDIM ICARAI QUINTANA","66","67","58","36","46","51","53","39","53","1","1","1","0","0","0","1","2","0","0","0","1","1","2","2","3","1","2","2","2","4","2","2","0","1","1","2"
"2787482 - UBS JD IV CENTENARIO","13","20","20","14","16","18","24","14","13","0","0","0","1","2","1","0","2","1","0","1","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0"
"2787490 - UBS J IVA","17","23","26","16","19","15","29","9","10","0","0","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","2","0","0","1","0","0","0","0","0","0"
"2787504 - UBS JARDIM JAPAO","33","29","38","31","28","26","40","37","22","0","0","2","1","0","0","2","0","1","8","1","0","8","3","2","4","7","0","5","6","2","0","0","0","1","8","6"
"2787512 - UBS JD JAQUELINE","32","49","51","31","21","28","31","29","43","12","6","7","10","16","8","9","12","5","0","0","0","3","8","9","4","6","12","0","7","10","0","0","0","2","3","5"
"2787520 - AMA UBS INTEGRADA JARDIM JOAMAR","46","41","39","36","28","22","39","28","25","0","0","1","1","1","0","0","0","0","1","1","0","1","0","1","2","1","2","0","0","1","0","1","0","0","1","0"
"2787547 - UBS JARDIM KERALUX","20","19","11","16","12","14","10","13","11","0","2","0","0","0","1","0","0","1","1","1","0","1","0","0","0","1","1","0","1","0","0","1","0","1","0","0"
"2787555 - AMA UBS INTEGRADA JARDIM LADEIRA ROSA","44","56","49","30","39","27","39","22","24","0","0","0","1","0","2","0","2","0","3","5","0","5","4","2","7","6","2","1","10","5","4","9","6","2","7","8"
"2787563 - UBS J LIDIA","23","26","29","16","30","19","27","25","22","1","1","2","2","1","0","0","0","1","0","5","1","0","1","1","0","1","2","1","1","1","1","0","1","0","2","1"
"2787598 - UBS PROF JANDIRA MASSUR V GUMERCINDO","11","11","22","14","15","18","11","8","12","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","1","1","1"
"2787601 - AMA UBS JD MIRIAM MANOEL SOARES DE OLIVEIRA","25","35","31","29","28","24","28","25","36","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","2","0","0","0","0","1","0","1","0"
"2787628 - AMA UBS JARDIM MIRNA","23","31","27","17","16","25","38","21","31","0","0","0","1","0","2","0","0","2","0","0","0","3","0","1","1","0","0","5","2","2","14","5","1","10","6","7"
"2787636 - UBS JARDIM MITSUTANI","41","42","38","35","32","37","38","34","39","1","0","1","2","1","1","2","1","1","0","0","2","2","3","4","1","2","2","5","1","2","1","2","5","11","5","2"
"2787644 - UBS J NAKAMURA","29","30","20","13","10","14","23","16","30","0","0","1","0","0","0","0","1","1","0","1","2","0","0","1","1","0","1","1","3","0","0","0","1","0","2","1"
"2787652 - UBS JD NITEROI","18","20","25","20","13","11","26","15","23","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1"
"2787660 - UBS JARDIM PANAMERICANO","34","37","32","16","12","24","20","35","31","0","0","0","0","1","0","0","1","0","1","0","0","1","2","1","0","1","1","0","1","2","1","0","0","0","0","0"
"2787679 - AMA UBS INTEGRADA JARDIM PAULISTANO","36","48","41","39","46","28","39","32","35","0","0","2","10","2","0","24","5","2","0","0","0","19","22","9","35","43","11","34","31","18","19","36","33","30","30","30"
"2787687 - UBS JARDIM PENHA","13","31","19","14","3","6","14","12","15","2","1","1","0","1","0","1","2","1","0","1","0","0","0","2","1","1","2","1","0","1","3","2","1","1","0","0"
"2787695 - UBS JD PERI","53","62","57","33","40","48","32","29","34","0","1","1","2","0","4","1","1","1","4","0","3","2","5","0","1","5","2","4","2","7","2","1","5","1","5","2"
"2787709 - UBS JARDIM REPUBLICA","18","25","31","26","19","20","28","17","19","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"2787717 - UBS J ROBRU GUAIANAZES","33","36","38","22","22","26","35","27","28","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","2","0","2","1","1","1","1","2","2","0","0","0"
"2787725 - UBS JARDIM ROBRU MESSIAS JOSE DA SILVA","17","35","31","24","18","16","28","16","31","4","4","3","11","5","5","10","6","5","12","9","13","6","13","12","13","16","9","13","7","13","7","14","13","0","0","0"
"2787733 - UBS VILA ITAIM","27","26","41","22","23","24","23","24","25","3","2","1","7","11","14","12","11","12","14","16","10","12","12","11","18","18","18","10","16","9","18","12","17","13","12","9"
"2787741 - UBS JD ROSELI","41","49","44","33","31","29","42","38","36","0","3","3","1","3","1","0","1","5","3","3","2","1","1","2","1","2","4","2","1","2","3","2","1","2","3","2"
"2787768 - UBS J SAO BENTO","43","56","39","37","30","31","39","41","41","1","0","0","1","0","1","0","1","0","0","2","0","0","1","0","0","2","0","3","2","1","1","1","0","1","2","0"
"2787776 - UBS JARDIM SAO FRANCISCO I","22","33","16","24","10","26","26","17","25","1","1","2","0","1","0","2","1","1","0","0","1","0","1","1","0","0","0","3","2","2","0","1","1","1","0","4"
"2787784 - AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS","40","28","32","29","22","21","39","23","18","1","1","1","0","2","2","4","8","10","7","8","4","6","6","5","9","7","7","6","9","6","0","0","0","3","4","3"
"2787806 - UBS JARDIM SAO NICOLAU","18","22","23","20","18","17","24","10","18","2","3","3","6","3","2","4","2","3","1","9","3","4","5","4","2","3","8","1","1","7","1","0","3","0","1","2"
"2787814 - UBS JARDIM SAO NORBERTO","25","19","29","21","20","17","24","26","14","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2787822 - UBS JARDIM SAPOPEMBA","20","29","24","20","11","20","23","11","17","0","0","0","2","0","0","1","1","0","1","1","0","1","3","1","1","1","2","2","0","1","0","1","1","1","3","0"
"2787830 - UBS J SECKLER","21","34","22","25","25","22","26","17","16","11","12","15","7","10","9","9","8","13","0","0","0","9","10","8","4","5","7","4","11","11","0","0","0","9","6","8"
"2787849 - UBS J SILVA TELLES","18","17","24","18","16","28","13","15","14","0","0","1","5","2","3","7","9","6","12","9","7","6","6","4","9","12","7","4","14","8","4","10","13","0","0","0"
"2787857 - UBS JARDIM SINHA","26","25","24","15","11","12","21","23","24","0","0","2","0","1","1","0","0","0","0","1","2","0","1","2","0","0","0","0","1","0","1","3","1","3","1","0"
"2787865 - UBS JD STA TEREZINHA","23","48","37","25","16","21","19","18","33","8","4","4","3","3","7","3","11","4","5","2","2","5","3","8","9","6","7","4","6","4","7","6","4","0","0","0"
"2787873 - AMA UBS INTEGRADA JD SANTO ANDRE","70","65","69","48","47","50","56","48","49","1","1","3","1","1","1","0","1","1","1","1","1","1","0","4","0","4","1","1","2","2","2","0","4","2","2","4"
"2787881 - AMA UBS INTEGRADA JARDIM TIETE I OSCAR PEREIRA DA SILVA","16","26","24","15","7","16","18","27","16","8","7","6","7","6","12","7","7","9","6","7","9","4","10","4","2","8","8","2","5","12","0","3","9","2","1","5"
"2787903 - UBS JARDIM TRES CORACOES","44","40","36","32","39","40","53","33","35","2","0","1","0","2","0","0","0","0","1","0","3","1","1","2","0","1","1","0","0","2","2","2","1","0","0","0"
"2787911 - UBS JD UMUARAMA","25","29","40","23","20","16","30","20","32","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","2","0","4","1","1","1","1","1","0"
"2787938 - UBS J VERA CRUZ PERDIZES","11","13","21","11","9","18","13","9","4","0","0","0","3","1","0","0","0","1","0","0","0","1","0","1","7","4","1","7","2","0","0","0","0","3","7","2"
"2787946 - UBS JARDIM VISTA ALEGRE","81","66","67","46","32","47","58","48","37","1","0","0","11","1","1","35","3","3","33","22","7","19","29","4","28","31","20","22","22","29","37","23","34","16","25","26"
"2787954 - UBS J VITORIA","18","16","16","11","8","12","18","16","10","1","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","2","0","0","2","0","0","0","0","0","0"
"2787962 - UBS JACANA","21","33","36","21","26","29","33","18","23","3","2","0","3","0","0","1","3","0","1","3","3","0","1","2","1","3","1","2","1","2","0","1","2","1","4","0"
"2787970 - UBS JARAGUA","23","9","25","5","9","8","19","21","12","7","8","1","13","5","8","8","9","5","5","13","6","0","6","6","2","4","13","4","3","8","9","5","3","0","0","0"
"2787989 - UBS J INDAIA","24","22","20","9","8","20","25","19","16","0","0","1","9","7","4","14","22","7","14","14","12","15","15","15","12","13","20","15","17","14","14","12","10","8","4","11"
"2787997 - UBS JORDANOPOLIS","22","26","18","13","12","13","9","10","24","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2788004 - UBS JOSE MARCILIO MALTA CARDOSO","36","45","62","17","24","33","41","26","26","1","1","1","1","0","1","4","1","4","0","0","0","3","2","1","0","5","0","0","2","2","0","0","0","0","1","1"
"2788012 - UBS CONJUNTO DO IPESP","25","16","19","13","14","12","17","18","14","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0"
"2788020 - UBS FAZENDA DA JUTA II","23","23","18","22","14","11","16","15","20","1","1","0","0","0","1","2","0","1","0","1","1","0","2","1","0","0","0","1","2","2","1","0","2","1","0","0"
"2788039 - UBS LARANJEIRAS","25","21","17","25","20","18","18","21","18","2","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","2","1","0","0","0","0"
"2788047 - AMA UBS INTEGRADA LAUZANE PAULISTA","36","37","39","25","31","21","33","22","36","0","0","0","0","0","0","0","0","0","1","0","0","0","3","3","2","2","0","2","0","4","0","2","0","1","1","2"
"2788055 - UBS LUIZ ERNESTO MAZZONI","24","24","29","32","13","23","27","22","26","1","0","0","2","0","1","0","0","0","0","0","0","1","0","0","3","0","4","2","0","2","0","2","1","0","2","2"
"2788063 - UBS MANOEL JOAQUIM PERA","13","21","11","22","20","20","17","12","17","4","3","1","1","3","3","1","5","2","0","0","0","2","0","4","1","1","5","5","3","3","0","0","0","3","5","2"
"2788071 - UBS MARIA CECILIA DONNANGELO","30","43","36","18","22","11","17","20","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","3","0","0"
"2788098 - UBS MATA VIRGEM","30","31","36","34","22","15","28","33","27","1","2","0","1","2","2","3","1","2","2","1","1","1","2","0","0","2","4","3","2","1","3","1","2","0","0","0"
"2788101 - UBS MILTON SANTOS","29","31","22","19","19","18","26","13","11","0","0","1","1","2","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","2","1","1","0","2","0"
"2788128 - UBS MOINHO VELHO II","15","16","12","17","9","9","14","11","9","1","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0"
"2788136 - UBS MOINHO VELHO","30","14","21","11","16","12","15","25","7","8","6","7","3","5","12","3","4","5","9","4","5","1","6","7","8","7","5","8","7","7","5","5","6","5","6","3"
"2788144 - UBS NOSSA S DO BRASIL ARMANDO DARIENZO","24","39","25","24","24","23","29","22","24","3","1","1","0","1","0","2","1","2","0","0","0","1","2","1","0","0","3","0","0","2","1","0","2","0","0","1"
"2788152 - UBS JD NOVE DE JULHO","12","13","14","15","8","8","17","8","18","0","0","0","3","1","4","2","0","1","1","1","1","0","2","2","0","3","1","0","0","0","0","0","3","0","0","0"
"2788160 - UBS NOVO JARDIM I","17","26","24","16","20","22","14","18","24","1","1","1","0","0","1","0","1","1","1","0","1","6","2","1","12","12","7","8","3","5","0","2","1","0","0","4"
"2788179 - AMA UBS INTEGRADA PARADA XV DE NOVEMBRO","31","34","31","31","25","18","18","33","35","0","1","0","0","0","2","1","0","0","0","0","0","0","1","0","0","1","0","1","3","3","0","0","0","0","0","0"
"2788187 - UBS PARAISOPOLIS","43","55","44","33","28","21","33","44","45","0","1","0","0","0","2","2","1","1","1","2","0","0","2","1","0","2","1","5","2","3","0","2","7","4","6","3"
"2788195 - AMA UBS INTEGRADA PARI","51","48","36","41","28","37","41","40","39","2","1","1","2","4","3","4","4","4","0","0","0","6","4","2","4","4","6","5","13","6","0","0","0","3","8","6"
"2788209 - UBS PAULO FELDMAN NITRO OPERARIA","10","10","18","9","3","6","5","5","10","1","0","2","0","0","0","1","1","0","2","1","0","0","1","2","0","2","1","1","0","1","1","0","2","1","2","2"
"2788217 - AMA UBS INTEGRADA PAULO VI","54","50","43","42","37","41","41","38","37","1","0","1","3","1","7","3","6","1","6","10","7","12","9","11","12","6","5","19","11","4","0","0","0","15","19","13"
"2788225 - AMA UBS INTEGRADA PERUS","38","46","47","28","33","31","37","44","40","0","1","2","0","0","4","3","2","0","2","0","1","2","0","1","1","1","0","1","3","2","2","1","1","4","2","2"
"2788233 - AMA UBS INTEGRADA PARQUE ANHANGUERA","19","21","27","21","10","20","18","14","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","2","0"
"2788241 - AMA UBS INTEGRADA ANHANGUERA","38","31","30","26","25","19","31","23","23","0","1","1","2","1","1","2","0","0","1","1","2","1","1","1","0","1","1","2","1","1","0","1","2","1","1","1"
"2788268 - UBS PARQUE ARARIBA","50","54","57","33","32","50","27","29","42","1","0","0","1","0","2","1","0","1","1","1","0","0","4","0","0","1","4","1","2","3","2","2","2","0","2","0"
"2788276 - UBS PQ BOA ESPERANCA","26","25","36","21","22","22","35","22","18","1","0","0","0","3","1","0","1","0","0","0","3","1","0","3","1","0","2","1","0","2","0","0","0","1","0","0"
"2788284 - AMA UBS INTEGRADA PQ BRISTOL","28","33","24","25","23","16","22","21","21","0","3","2","8","4","4","9","3","7","0","0","0","7","8","5","2","6","8","5","10","9","0","0","0","1","4","6"
"2788292 - AMA UBS PQ DOROTEIA","35","32","37","30","25","33","33","32","33","0","2","1","0","1","1","1","0","1","2","0","2","0","0","2","1","0","1","0","0","0","2","0","0","1","2","0"
"2788306 - UBS PQ EDU CHAVES","46","41","40","31","26","27","50","38","31","1","1","1","0","0","0","2","0","0","1","0","1","1","1","0","2","3","1","2","0","2","1","2","4","0","2","1"
"2788314 - UBS PQ ENGENHO II","35","40","46","22","21","22","32","38","36","0","2","1","0","1","2","0","0","1","1","0","1","0","3","0","0","0","2","1","0","2","1","0","0","1","1","0"
"2788322 - AMA UBS PARQUE FERNANDA","29","47","38","31","33","29","31","33","38","0","1","4","1","0","0","0","0","1","2","2","3","0","2","1","1","0","1","1","3","0","2","1","3","2","4","3"
"2788330 - UBS PQ IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA","9","6","8","9","11","15","9","10","12","1","0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","3","1","0"
"2788349 - UBS PARQUE NOVO MUNDO I","63","49","69","55","44","30","48","49","37","0","0","1","4","6","3","2","9","4","3","7","8","2","3","9","4","3","5","1","4","4","0","0","0","0","1","2"
"2788357 - UBS PARQUE NOVO MUNDO II","31","40","40","27","24","21","35","31","36","2","2","0","2","0","2","4","3","2","5","1","0","1","3","6","1","4","1","3","2","4","0","0","0","2","1","3"
